Region,City,Venue_Name,Customer_Type,BrandOwner,Brand,MacroCategory,Product_Category,CocktailName,Price,Top4
Piemonte,Torino,Bar Antico Lounge,WINE BAR,Fever-tree,Fever-Tree Tonic,SOFT DRINKS,Tonica,Gin Tonic Tanqueray,13,Yes
Piemonte,Torino,Bar Antico Lounge,WINE BAR,Campari group,Bitter campari cask tales bourbon barrel finished,SPIRITS,Bitter,Garibaldi,8,Yes
Piemonte,Torino,Bar Antico Lounge,WINE BAR,Various,Orange Juice,SOFT DRINKS,Juice,Garibaldi,8,Yes
Piemonte,Torino,Bar Antico Lounge,WINE BAR,Bacardi Martini,Rum Bacardi Carta Blanca,SPIRITS,Rum,Daiquiri,13,Yes
Piemonte,Torino,Bar Antico Lounge,WINE BAR,Various,Lime Juice,SOFT DRINKS,Juice,Daiquiri,13,Yes
Piemonte,Torino,Bar Antico Lounge,WINE BAR,Various,Sugar Syrup,OTHER,Syrup,Daiquiri,13,Yes
Piemonte,Torino,Bar Antico Lounge,WINE BAR,Campari group,Bitter campari cask tales bourbon barrel finished,SPIRITS,Bitter,Negroni Sbagliato,11,Yes
Piemonte,Torino,Bar Antico Lounge,WINE BAR,Bacardi Martini,Martini rosso vermouth,SPIRITS,Vermouth,Negroni Sbagliato,11,Yes
Piemonte,Torino,Bar Antico Lounge,WINE BAR,Various,Prosecco,WINE,Sparkling Wine,Negroni Sbagliato,11,Yes
Piemonte,Torino,Bar Antico Lounge,WINE BAR,Campari group,Bitter campari cask tales bourbon barrel finished,SPIRITS,Bitter,Negroni,10,No
Piemonte,Torino,Bar Antico Lounge,WINE BAR,Diageo,Gin Tanqueray,SPIRITS,Gin,Negroni,10,No
Piemonte,Torino,Bar Antico Lounge,WINE BAR,Bacardi Martini,Martini rosso vermouth,SPIRITS,Vermouth,Negroni,10,No
Piemonte,Torino,Bar Antico Lounge,WINE BAR,Campari group,Bitter campari cask tales bourbon barrel finished,SPIRITS,Bitter,Campari Spritz,14,No
Piemonte,Torino,Bar Antico Lounge,WINE BAR,Various,Prosecco,WINE,Sparkling Wine,Campari Spritz,14,No
Piemonte,Torino,Bar Antico Lounge,WINE BAR,Various,Soda,SOFT DRINKS,Soda,Campari Spritz,14,No
Piemonte,Torino,La Alto Cocktails,COCKTAIL BAR,Pernod ricard,Gin malfy limone,SPIRITS,Gin,Malfy GT Limone,12,Yes
Piemonte,Torino,La Alto Cocktails,COCKTAIL BAR,Fever-tree,Fever-Tree Tonic,SOFT DRINKS,Tonica,Malfy GT Limone,12,Yes
Piemonte,Torino,La Alto Cocktails,COCKTAIL BAR,Pernod ricard,Gin Beefeater,SPIRITS,Gin,Beefeater Negroni,11,Yes
Piemonte,Torino,La Alto Cocktails,COCKTAIL BAR,Campari group,Bitter campari cask tales bourbon barrel finished,SPIRITS,Bitter,Beefeater Negroni,11,Yes
Piemonte,Torino,La Alto Cocktails,COCKTAIL BAR,Bacardi Martini,Martini rosso vermouth,SPIRITS,Vermouth,Beefeater Negroni,11,Yes
Piemonte,Torino,La Alto Cocktails,COCKTAIL BAR,Campari group,Bitter campari cask tales bourbon barrel finished,SPIRITS,Bitter,Negroni,11,Yes
Piemonte,Torino,La Alto Cocktails,COCKTAIL BAR,Diageo,Gin Tanqueray,SPIRITS,Gin,Negroni,11,Yes
Piemonte,Torino,La Alto Cocktails,COCKTAIL BAR,Bacardi Martini,Martini rosso vermouth,SPIRITS,Vermouth,Negroni,11,Yes
Piemonte,Torino,La Alto Cocktails,COCKTAIL BAR,Campari group,Bitter campari cask tales bourbon barrel finished,SPIRITS,Bitter,Milano Torino,10,Yes
Piemonte,Torino,La Alto Cocktails,COCKTAIL BAR,Bacardi Martini,Martini rosso vermouth,SPIRITS,Vermouth,Milano Torino,10,Yes
Piemonte,Torino,La Alto Cocktails,COCKTAIL BAR,Campari group,Aperol,SPIRITS,Aperitivi,Aperol Spritz,11,No
Piemonte,Torino,La Alto Cocktails,COCKTAIL BAR,Various,Prosecco,WINE,Sparkling Wine,Aperol Spritz,11,No
Piemonte,Torino,La Alto Cocktails,COCKTAIL BAR,Various,Soda,SOFT DRINKS,Soda,Aperol Spritz,11,No
Piemonte,Torino,Osteria Nascosto Bar,HOTEL BAR,Bacardi Martini,Rum Bacardi Carta Oro,SPIRITS,Rum,Cuba Libre,12,Yes
Piemonte,Torino,Osteria Nascosto Bar,HOTEL BAR,Coca Cola HBC,Coca Cola,SOFT DRINKS,Cola,Cuba Libre,12,Yes
Piemonte,Torino,Osteria Nascosto Bar,HOTEL BAR,Various,Lime,OTHER,Fruit,Cuba Libre,12,Yes
Piemonte,Torino,Osteria Nascosto Bar,HOTEL BAR,Brown forman,Gin mare,SPIRITS,Gin,Gin Mare Mediterranean,14,Yes
Piemonte,Torino,Osteria Nascosto Bar,HOTEL BAR,Fever-tree,Fever-Tree Mediterranean,SOFT DRINKS,Tonica,Gin Mare Mediterranean,14,Yes
Piemonte,Torino,Osteria Nascosto Bar,HOTEL BAR,Various,Rosemary,OTHER,Herbs,Gin Mare Mediterranean,14,Yes
Piemonte,Torino,Osteria Nascosto Bar,HOTEL BAR,Bacardi Martini,Rum Bacardi Carta Blanca,SPIRITS,Rum,Mojito,14,Yes
Piemonte,Torino,Osteria Nascosto Bar,HOTEL BAR,Various,Lime Juice,SOFT DRINKS,Juice,Mojito,14,Yes
Piemonte,Torino,Osteria Nascosto Bar,HOTEL BAR,Various,Mint,OTHER,Herbs,Mojito,14,Yes
Piemonte,Torino,Osteria Nascosto Bar,HOTEL BAR,Various,Soda,SOFT DRINKS,Soda,Mojito,14,Yes
Piemonte,Torino,Osteria Nascosto Bar,HOTEL BAR,Bacardi Martini,Rum Bacardi Carta Blanca,SPIRITS,Rum,Daiquiri,11,Yes
Piemonte,Torino,Osteria Nascosto Bar,HOTEL BAR,Various,Lime Juice,SOFT DRINKS,Juice,Daiquiri,11,Yes
Piemonte,Torino,Osteria Nascosto Bar,HOTEL BAR,Various,Sugar Syrup,OTHER,Syrup,Daiquiri,11,Yes
Piemonte,Novara,Caffè Basso Corner,HOTEL BAR,Campari group,Bitter campari cask tales bourbon barrel finished,SPIRITS,Bitter,Negroni Sbagliato,14,Yes
Piemonte,Novara,Caffè Basso Corner,HOTEL BAR,Bacardi Martini,Martini rosso vermouth,SPIRITS,Vermouth,Negroni Sbagliato,14,Yes
Piemonte,Novara,Caffè Basso Corner,HOTEL BAR,Various,Prosecco,WINE,Sparkling Wine,Negroni Sbagliato,14,Yes
Piemonte,Novara,Caffè Basso Corner,HOTEL BAR,Brown forman,Gin mare,SPIRITS,Gin,Gin Mare Negroni,10,Yes
Piemonte,Novara,Caffè Basso Corner,HOTEL BAR,Campari group,Bitter campari cask tales bourbon barrel finished,SPIRITS,Bitter,Gin Mare Negroni,10,Yes
Piemonte,Novara,Caffè Basso Corner,HOTEL BAR,Bacardi Martini,Martini rosso vermouth,SPIRITS,Vermouth,Gin Mare Negroni,10,Yes
Piemonte,Novara,Caffè Basso Corner,HOTEL BAR,Bacardi Martini,Rum Bacardi Carta Blanca,SPIRITS,Rum,Mojito,11,Yes
Piemonte,Novara,Caffè Basso Corner,HOTEL BAR,Various,Lime Juice,SOFT DRINKS,Juice,Mojito,11,Yes
Piemonte,Novara,Caffè Basso Corner,HOTEL BAR,Various,Mint,OTHER,Herbs,Mojito,11,Yes
Piemonte,Novara,Caffè Basso Corner,HOTEL BAR,Various,Soda,SOFT DRINKS,Soda,Mojito,11,Yes
Piemonte,Novara,Caffè Basso Corner,HOTEL BAR,Campari group,Bitter campari cask tales bourbon barrel finished,SPIRITS,Bitter,Americano,8,Yes
Piemonte,Novara,Caffè Basso Corner,HOTEL BAR,Bacardi Martini,Martini rosso vermouth,SPIRITS,Vermouth,Americano,8,Yes
Piemonte,Novara,Caffè Basso Corner,HOTEL BAR,Various,Soda,SOFT DRINKS,Soda,Americano,8,Yes
Piemonte,Novara,Caffè Basso Corner,HOTEL BAR,Brown forman,Gin mare,SPIRITS,Gin,Gin Mare Negroni,13,Yes
Piemonte,Novara,Caffè Basso Corner,HOTEL BAR,Campari group,Bitter campari cask tales bourbon barrel finished,SPIRITS,Bitter,Gin Mare Negroni,13,Yes
Piemonte,Novara,Caffè Basso Corner,HOTEL BAR,Bacardi Martini,Martini rosso vermouth,SPIRITS,Vermouth,Gin Mare Negroni,13,Yes
Piemonte,Novara,Cocktail Alto,ROOFTOP BAR,Bacardi Martini,Rum Bacardi Carta Blanca,SPIRITS,Rum,Daiquiri,12,Yes
Piemonte,Novara,Cocktail Alto,ROOFTOP BAR,Various,Lime Juice,SOFT DRINKS,Juice,Daiquiri,12,Yes
Piemonte,Novara,Cocktail Alto,ROOFTOP BAR,Various,Sugar Syrup,OTHER,Syrup,Daiquiri,12,Yes
Piemonte,Novara,Cocktail Alto,ROOFTOP BAR,Brown forman,Gin mare,SPIRITS,Gin,Gin Mare Mediterranean,16,Yes
Piemonte,Novara,Cocktail Alto,ROOFTOP BAR,Fever-tree,Fever-Tree Mediterranean,SOFT DRINKS,Tonica,Gin Mare Mediterranean,16,Yes
Piemonte,Novara,Cocktail Alto,ROOFTOP BAR,Various,Rosemary,OTHER,Herbs,Gin Mare Mediterranean,16,Yes
Piemonte,Novara,Cocktail Alto,ROOFTOP BAR,Campari group,Bitter campari cask tales bourbon barrel finished,SPIRITS,Bitter,Milano Torino,10,Yes
Piemonte,Novara,Cocktail Alto,ROOFTOP BAR,Bacardi Martini,Martini rosso vermouth,SPIRITS,Vermouth,Milano Torino,10,Yes
Piemonte,Novara,Cocktail Alto,ROOFTOP BAR,Diageo,Gin Tanqueray,SPIRITS,Gin,Gin Tonic Tanqueray,11,Yes
Piemonte,Novara,Cocktail Alto,ROOFTOP BAR,Fever-tree,Fever-Tree Tonic,SOFT DRINKS,Tonica,Gin Tonic Tanqueray,11,Yes
Piemonte,Novara,Cocktail Alto,ROOFTOP BAR,Bacardi Martini,Gin bombay sapphire,SPIRITS,Gin,Bombay Sapphire GT,10,No
Piemonte,Novara,Cocktail Alto,ROOFTOP BAR,Fever-tree,Fever-Tree Tonic,SOFT DRINKS,Tonica,Bombay Sapphire GT,10,No
Piemonte,Novara,Cocktail Alto,ROOFTOP BAR,Diageo,Baileys Original Irish Cream,SPIRITS,Liquore,Espresso Martini,13,No
Piemonte,Novara,Cocktail Alto,ROOFTOP BAR,Various,Vodka,SPIRITS,Vodka,Espresso Martini,13,No
Piemonte,Novara,Cocktail Alto,ROOFTOP BAR,Various,Espresso,SOFT DRINKS,Coffee,Espresso Martini,13,No
Piemonte,Alessandria,Bar Grande Room,WINE BAR,Mavolo,Gin amuerte coca leaf black,SPIRITS,Gin,Amuerte Black Tonic,17,Yes
Piemonte,Alessandria,Bar Grande Room,WINE BAR,Fever-tree,Fever-Tree Tonic,SOFT DRINKS,Tonica,Amuerte Black Tonic,17,Yes
Piemonte,Alessandria,Bar Grande Room,WINE BAR,Campari group,Aperol,SPIRITS,Aperitivi,Aperol Spritz,11,Yes
Piemonte,Alessandria,Bar Grande Room,WINE BAR,Various,Prosecco,WINE,Sparkling Wine,Aperol Spritz,11,Yes
Piemonte,Alessandria,Bar Grande Room,WINE BAR,Various,Soda,SOFT DRINKS,Soda,Aperol Spritz,11,Yes
Piemonte,Alessandria,Bar Grande Room,WINE BAR,Bacardi Martini,Rum Bacardi Carta Oro,SPIRITS,Rum,Cuba Libre,9,Yes
Piemonte,Alessandria,Bar Grande Room,WINE BAR,Coca Cola HBC,Coca Cola,SOFT DRINKS,Cola,Cuba Libre,9,Yes
Piemonte,Alessandria,Bar Grande Room,WINE BAR,Various,Lime,OTHER,Fruit,Cuba Libre,9,Yes
Piemonte,Alessandria,Bar Grande Room,WINE BAR,Pernod ricard,Gin malfy limone,SPIRITS,Gin,Malfy GT Limone,12,Yes
Piemonte,Alessandria,Bar Grande Room,WINE BAR,Fever-tree,Fever-Tree Tonic,SOFT DRINKS,Tonica,Malfy GT Limone,12,Yes
Piemonte,Alessandria,Bar Grande Room,WINE BAR,Mavolo,Gin amuerte coca leaf blue,SPIRITS,Gin,Amuerte Blue Collins,14,No
Piemonte,Alessandria,Bar Grande Room,WINE BAR,Various,Lemon Juice,SOFT DRINKS,Juice,Amuerte Blue Collins,14,No
Piemonte,Alessandria,Bar Grande Room,WINE BAR,Various,Sugar Syrup,OTHER,Syrup,Amuerte Blue Collins,14,No
Piemonte,Alessandria,Bar Grande Room,WINE BAR,Various,Soda,SOFT DRINKS,Soda,Amuerte Blue Collins,14,No
Piemonte,Alessandria,Bar Grande Room,WINE BAR,Bacardi Martini,Gin bombay sapphire,SPIRITS,Gin,Bombay Sapphire GT,14,No
Piemonte,Alessandria,Bar Grande Room,WINE BAR,Fever-tree,Fever-Tree Tonic,SOFT DRINKS,Tonica,Bombay Sapphire GT,14,No
Piemonte,Alessandria,Speakeasy Vintage Cocktails,HOTEL BAR,Pernod ricard,Gin monkey 47,SPIRITS,Gin,Monkey 47 GT,15,Yes
Piemonte,Alessandria,Speakeasy Vintage Cocktails,HOTEL BAR,Fever-tree,Fever-Tree Tonic,SOFT DRINKS,Tonica,Monkey 47 GT,15,Yes
Piemonte,Alessandria,Speakeasy Vintage Cocktails,HOTEL BAR,Brown forman,Gin mare,SPIRITS,Gin,Gin Mare Mediterranean,17,Yes
Piemonte,Alessandria,Speakeasy Vintage Cocktails,HOTEL BAR,Fever-tree,Fever-Tree Mediterranean,SOFT DRINKS,Tonica,Gin Mare Mediterranean,17,Yes
Piemonte,Alessandria,Speakeasy Vintage Cocktails,HOTEL BAR,Various,Rosemary,OTHER,Herbs,Gin Mare Mediterranean,17,Yes
Piemonte,Alessandria,Speakeasy Vintage Cocktails,HOTEL BAR,Brown forman,Rum Diplomático Reserva Exclusiva,SPIRITS,Rum,Diplomatico Reserva OF,18,Yes
Piemonte,Alessandria,Speakeasy Vintage Cocktails,HOTEL BAR,Various,Angostura Bitters,SPIRITS,Bitter,Diplomatico Reserva OF,18,Yes
Piemonte,Alessandria,Speakeasy Vintage Cocktails,HOTEL BAR,Various,Sugar,OTHER,Sugar,Diplomatico Reserva OF,18,Yes
Piemonte,Alessandria,Speakeasy Vintage Cocktails,HOTEL BAR,Bacardi Martini,Rum Bacardi Carta Blanca,SPIRITS,Rum,Mojito,14,Yes
Piemonte,Alessandria,Speakeasy Vintage Cocktails,HOTEL BAR,Various,Lime Juice,SOFT DRINKS,Juice,Mojito,14,Yes
Piemonte,Alessandria,Speakeasy Vintage Cocktails,HOTEL BAR,Various,Mint,OTHER,Herbs,Mojito,14,Yes
Piemonte,Alessandria,Speakeasy Vintage Cocktails,HOTEL BAR,Various,Soda,SOFT DRINKS,Soda,Mojito,14,Yes
Piemonte,Asti,Lounge Elegante Lounge,RISTORANTE,Bacardi Martini,Rum Bacardi Carta Oro,SPIRITS,Rum,Cuba Libre,10,Yes
Piemonte,Asti,Lounge Elegante Lounge,RISTORANTE,Coca Cola HBC,Coca Cola,SOFT DRINKS,Cola,Cuba Libre,10,Yes
Piemonte,Asti,Lounge Elegante Lounge,RISTORANTE,Various,Lime,OTHER,Fruit,Cuba Libre,10,Yes
Piemonte,Asti,Lounge Elegante Lounge,RISTORANTE,Mavolo,Gin amuerte coca leaf black,SPIRITS,Gin,Amuerte Black Tonic,15,Yes
Piemonte,Asti,Lounge Elegante Lounge,RISTORANTE,Fever-tree,Fever-Tree Tonic,SOFT DRINKS,Tonica,Amuerte Black Tonic,15,Yes
Piemonte,Asti,Lounge Elegante Lounge,RISTORANTE,Campari group,Aperol,SPIRITS,Aperitivi,Aperol Spritz,13,Yes
Piemonte,Asti,Lounge Elegante Lounge,RISTORANTE,Various,Prosecco,WINE,Sparkling Wine,Aperol Spritz,13,Yes
Piemonte,Asti,Lounge Elegante Lounge,RISTORANTE,Various,Soda,SOFT DRINKS,Soda,Aperol Spritz,13,Yes
Piemonte,Asti,Lounge Elegante Lounge,RISTORANTE,Campari group,Bitter campari cask tales bourbon barrel finished,SPIRITS,Bitter,Negroni,11,Yes
Piemonte,Asti,Lounge Elegante Lounge,RISTORANTE,Diageo,Gin Tanqueray,SPIRITS,Gin,Negroni,11,Yes
Piemonte,Asti,Lounge Elegante Lounge,RISTORANTE,Bacardi Martini,Martini rosso vermouth,SPIRITS,Vermouth,Negroni,11,Yes
Piemonte,Asti,Lounge Elegante Lounge,RISTORANTE,Brown forman,Gin mare,SPIRITS,Gin,Gin Mare Negroni,13,No
Piemonte,Asti,Lounge Elegante Lounge,RISTORANTE,Campari group,Bitter campari cask tales bourbon barrel finished,SPIRITS,Bitter,Gin Mare Negroni,13,No
Piemonte,Asti,Lounge Elegante Lounge,RISTORANTE,Bacardi Martini,Martini rosso vermouth,SPIRITS,Vermouth,Gin Mare Negroni,13,No
Piemonte,Asti,Bar Classic Bar,WINE BAR,Campari group,Bitter campari cask tales bourbon barrel finished,SPIRITS,Bitter,Negroni,14,Yes
Piemonte,Asti,Bar Classic Bar,WINE BAR,Diageo,Gin Tanqueray,SPIRITS,Gin,Negroni,14,Yes
Piemonte,Asti,Bar Classic Bar,WINE BAR,Bacardi Martini,Martini rosso vermouth,SPIRITS,Vermouth,Negroni,14,Yes
Piemonte,Asti,Bar Classic Bar,WINE BAR,Mavolo,Gin amuerte coca leaf white,SPIRITS,Gin,Amuerte White Martini,13,Yes
Piemonte,Asti,Bar Classic Bar,WINE BAR,Bacardi Martini,Martini Extra Dry,SPIRITS,Vermouth,Amuerte White Martini,13,Yes
Piemonte,Asti,Bar Classic Bar,WINE BAR,Various,Olive,OTHER,Garnish,Amuerte White Martini,13,Yes
Piemonte,Asti,Bar Classic Bar,WINE BAR,Diageo,Gin Tanqueray,SPIRITS,Gin,Gin Tonic Tanqueray,12,Yes
Piemonte,Asti,Bar Classic Bar,WINE BAR,Fever-tree,Fever-Tree Tonic,SOFT DRINKS,Tonica,Gin Tonic Tanqueray,12,Yes
Piemonte,Asti,Bar Classic Bar,WINE BAR,Bacardi Martini,Rum Bacardi Carta Blanca,SPIRITS,Rum,Mojito,13,Yes
Piemonte,Asti,Bar Classic Bar,WINE BAR,Various,Lime Juice,SOFT DRINKS,Juice,Mojito,13,Yes
Piemonte,Asti,Bar Classic Bar,WINE BAR,Various,Mint,OTHER,Herbs,Mojito,13,Yes
Piemonte,Asti,Bar Classic Bar,WINE BAR,Various,Soda,SOFT DRINKS,Soda,Mojito,13,Yes
Piemonte,Asti,Bar Classic Bar,WINE BAR,Pernod ricard,Jameson Irish Whiskey Triple Distilled,SPIRITS,Irish Whisky,Jameson Ginger,12,No
Piemonte,Asti,Bar Classic Bar,WINE BAR,Various,Ginger Ale,SOFT DRINKS,Mixer,Jameson Ginger,12,No
Veneto,Venezia,Caffè Elegante Club,LOUNGE BAR,Diageo,Gin Tanqueray,SPIRITS,Gin,Martini Dry,14,Yes
Veneto,Venezia,Caffè Elegante Club,LOUNGE BAR,Bacardi Martini,Martini Extra Dry,SPIRITS,Vermouth,Martini Dry,14,Yes
Veneto,Venezia,Caffè Elegante Club,LOUNGE BAR,Bacardi Martini,Gin bombay sapphire,SPIRITS,Gin,Bombay Sapphire GT,12,Yes
Veneto,Venezia,Caffè Elegante Club,LOUNGE BAR,Fever-tree,Fever-Tree Tonic,SOFT DRINKS,Tonica,Bombay Sapphire GT,12,Yes
Veneto,Venezia,Caffè Elegante Club,LOUNGE BAR,Bacardi Martini,aperitivo martini rosato,SPIRITS,Aperitivi,Martini Rosato Spritz,11,Yes
Veneto,Venezia,Caffè Elegante Club,LOUNGE BAR,Various,Prosecco,WINE,Sparkling Wine,Martini Rosato Spritz,11,Yes
Veneto,Venezia,Caffè Elegante Club,LOUNGE BAR,Various,Soda,SOFT DRINKS,Soda,Martini Rosato Spritz,11,Yes
Veneto,Venezia,Caffè Elegante Club,LOUNGE BAR,Campari group,Bitter campari cask tales bourbon barrel finished,SPIRITS,Bitter,Negroni,10,Yes
Veneto,Venezia,Caffè Elegante Club,LOUNGE BAR,Diageo,Gin Tanqueray,SPIRITS,Gin,Negroni,10,Yes
Veneto,Venezia,Caffè Elegante Club,LOUNGE BAR,Bacardi Martini,Martini rosso vermouth,SPIRITS,Vermouth,Negroni,10,Yes
Veneto,Venezia,Caffè Elegante Club,LOUNGE BAR,Campari group,Bitter campari cask tales bourbon barrel finished,SPIRITS,Bitter,Milano Torino,11,No
Veneto,Venezia,Caffè Elegante Club,LOUNGE BAR,Bacardi Martini,Martini rosso vermouth,SPIRITS,Vermouth,Milano Torino,11,No
Veneto,Venezia,Speakeasy Notturno Bar,ROOFTOP BAR,Bacardi Martini,Rum Havana Club 3 Anni,SPIRITS,Rum,Havana 3 Mojito,13,Yes
Veneto,Venezia,Speakeasy Notturno Bar,ROOFTOP BAR,Various,Lime Juice,SOFT DRINKS,Juice,Havana 3 Mojito,13,Yes
Veneto,Venezia,Speakeasy Notturno Bar,ROOFTOP BAR,Various,Mint,OTHER,Herbs,Havana 3 Mojito,13,Yes
Veneto,Venezia,Speakeasy Notturno Bar,ROOFTOP BAR,Various,Soda,SOFT DRINKS,Soda,Havana 3 Mojito,13,Yes
Veneto,Venezia,Speakeasy Notturno Bar,ROOFTOP BAR,Pernod ricard,Gin malfy limone,SPIRITS,Gin,Malfy GT Limone,11,Yes
Veneto,Venezia,Speakeasy Notturno Bar,ROOFTOP BAR,Fever-tree,Fever-Tree Tonic,SOFT DRINKS,Tonica,Malfy GT Limone,11,Yes
Veneto,Venezia,Speakeasy Notturno Bar,ROOFTOP BAR,Bacardi Martini,Rum Bacardi Carta Oro,SPIRITS,Rum,Cuba Libre,12,Yes
Veneto,Venezia,Speakeasy Notturno Bar,ROOFTOP BAR,Coca Cola HBC,Coca Cola,SOFT DRINKS,Cola,Cuba Libre,12,Yes
Veneto,Venezia,Speakeasy Notturno Bar,ROOFTOP BAR,Various,Lime,OTHER,Fruit,Cuba Libre,12,Yes
Veneto,Venezia,Speakeasy Notturno Bar,ROOFTOP BAR,Campari group,Bitter campari cask tales bourbon barrel finished,SPIRITS,Bitter,Negroni Sbagliato,11,Yes
Veneto,Venezia,Speakeasy Notturno Bar,ROOFTOP BAR,Bacardi Martini,Martini rosso vermouth,SPIRITS,Vermouth,Negroni Sbagliato,11,Yes
Veneto,Venezia,Speakeasy Notturno Bar,ROOFTOP BAR,Various,Prosecco,WINE,Sparkling Wine,Negroni Sbagliato,11,Yes
Veneto,Venezia,Speakeasy Notturno Bar,ROOFTOP BAR,Campari group,Bitter campari cask tales bourbon barrel finished,SPIRITS,Bitter,Negroni Sbagliato,10,Yes
Veneto,Venezia,Speakeasy Notturno Bar,ROOFTOP BAR,Bacardi Martini,Martini rosso vermouth,SPIRITS,Vermouth,Negroni Sbagliato,10,Yes
Veneto,Venezia,Speakeasy Notturno Bar,ROOFTOP BAR,Various,Prosecco,WINE,Sparkling Wine,Negroni Sbagliato,10,Yes
Veneto,Venezia,Club Centrale Cocktails,RISTORANTE,Campari group,Bitter campari cask tales bourbon barrel finished,SPIRITS,Bitter,Negroni,11,Yes
Veneto,Venezia,Club Centrale Cocktails,RISTORANTE,Diageo,Gin Tanqueray,SPIRITS,Gin,Negroni,11,Yes
Veneto,Venezia,Club Centrale Cocktails,RISTORANTE,Bacardi Martini,Martini rosso vermouth,SPIRITS,Vermouth,Negroni,11,Yes
Veneto,Venezia,Club Centrale Cocktails,RISTORANTE,Diageo,Gin tanqueray n. ten,SPIRITS,Gin,Gin Tonic Ten,14,Yes
Veneto,Venezia,Club Centrale Cocktails,RISTORANTE,Fever-tree,Fever-Tree Tonic,SOFT DRINKS,Tonica,Gin Tonic Ten,14,Yes
Veneto,Venezia,Club Centrale Cocktails,RISTORANTE,Pernod ricard,Gin malfy limone,SPIRITS,Gin,Malfy GT Limone,10,Yes
Veneto,Venezia,Club Centrale Cocktails,RISTORANTE,Fever-tree,Fever-Tree Tonic,SOFT DRINKS,Tonica,Malfy GT Limone,10,Yes
Veneto,Venezia,Club Centrale Cocktails,RISTORANTE,Bacardi Martini,aperitivo martini rosato,SPIRITS,Aperitivi,Martini Rosato Spritz,11,Yes
Veneto,Venezia,Club Centrale Cocktails,RISTORANTE,Various,Prosecco,WINE,Sparkling Wine,Martini Rosato Spritz,11,Yes
Veneto,Venezia,Club Centrale Cocktails,RISTORANTE,Various,Soda,SOFT DRINKS,Soda,Martini Rosato Spritz,11,Yes
Veneto,Venezia,Club Centrale Cocktails,RISTORANTE,Bacardi Martini,Rum Bacardi Carta Oro,SPIRITS,Rum,Cuba Libre,12,No
Veneto,Venezia,Club Centrale Cocktails,RISTORANTE,Coca Cola HBC,Coca Cola,SOFT DRINKS,Cola,Cuba Libre,12,No
Veneto,Venezia,Club Centrale Cocktails,RISTORANTE,Various,Lime,OTHER,Fruit,Cuba Libre,12,No
Veneto,Venezia,Club Centrale Cocktails,RISTORANTE,Diageo,Gin Tanqueray,SPIRITS,Gin,Gin Tonic Tanqueray,10,No
Veneto,Venezia,Club Centrale Cocktails,RISTORANTE,Fever-tree,Fever-Tree Tonic,SOFT DRINKS,Tonica,Gin Tonic Tanqueray,10,No
Veneto,Venezia,Bar Classic Place,COCKTAIL BAR,Campari group,Bitter campari cask tales bourbon barrel finished,SPIRITS,Bitter,Garibaldi,8,Yes
Veneto,Venezia,Bar Classic Place,COCKTAIL BAR,Various,Orange Juice,SOFT DRINKS,Juice,Garibaldi,8,Yes
Veneto,Venezia,Bar Classic Place,COCKTAIL BAR,Bacardi Martini,Rum Bacardi Carta Blanca,SPIRITS,Rum,Daiquiri,14,Yes
Veneto,Venezia,Bar Classic Place,COCKTAIL BAR,Various,Lime Juice,SOFT DRINKS,Juice,Daiquiri,14,Yes
Veneto,Venezia,Bar Classic Place,COCKTAIL BAR,Various,Sugar Syrup,OTHER,Syrup,Daiquiri,14,Yes
Veneto,Venezia,Bar Classic Place,COCKTAIL BAR,Campari group,Aperol,SPIRITS,Aperitivi,Aperol Spritz,12,Yes
Veneto,Venezia,Bar Classic Place,COCKTAIL BAR,Various,Prosecco,WINE,Sparkling Wine,Aperol Spritz,12,Yes
Veneto,Venezia,Bar Classic Place,COCKTAIL BAR,Various,Soda,SOFT DRINKS,Soda,Aperol Spritz,12,Yes
Veneto,Venezia,Bar Classic Place,COCKTAIL BAR,Campari group,Bitter campari cask tales bourbon barrel finished,SPIRITS,Bitter,Negroni,13,Yes
Veneto,Venezia,Bar Classic Place,COCKTAIL BAR,Diageo,Gin Tanqueray,SPIRITS,Gin,Negroni,13,Yes
Veneto,Venezia,Bar Classic Place,COCKTAIL BAR,Bacardi Martini,Martini rosso vermouth,SPIRITS,Vermouth,Negroni,13,Yes
Veneto,Verona,La Sociale Drinks,WINE BAR,Campari group,Bitter campari cask tales bourbon barrel finished,SPIRITS,Bitter,Boulevardier,12,Yes
Veneto,Verona,La Sociale Drinks,WINE BAR,Bacardi Martini,Martini rosso vermouth,SPIRITS,Vermouth,Boulevardier,12,Yes
Veneto,Verona,La Sociale Drinks,WINE BAR,Campari group,Wild turkey 101 proof,SPIRITS,American Whisky,Boulevardier,12,Yes
Veneto,Verona,La Sociale Drinks,WINE BAR,Pernod ricard,Gin malfy limone,SPIRITS,Gin,Malfy GT Limone,12,Yes
Veneto,Verona,La Sociale Drinks,WINE BAR,Fever-tree,Fever-Tree Tonic,SOFT DRINKS,Tonica,Malfy GT Limone,12,Yes
Veneto,Verona,La Sociale Drinks,WINE BAR,Brown forman,Rum Diplomático Reserva Exclusiva,SPIRITS,Rum,Diplomatico Reserva OF,17,Yes
Veneto,Verona,La Sociale Drinks,WINE BAR,Various,Angostura Bitters,SPIRITS,Bitter,Diplomatico Reserva OF,17,Yes
Veneto,Verona,La Sociale Drinks,WINE BAR,Various,Sugar,OTHER,Sugar,Diplomatico Reserva OF,17,Yes
